participant,set,strategy,ID,IDe,MT,A,W
0,1,1,5.672425341971495,6.160611336863729,1.347229,400,8
0,1,1,5.672425341971495,6.160611336863729,1.2540280000000001,400,8
0,1,1,5.672425341971495,6.160611336863729,1.360107,400,8
0,1,1,5.672425341971495,6.160611336863729,1.266602,400,8
0,1,1,5.672425341971495,6.160611336863729,1.187073,400,8
0,1,1,5.672425341971495,6.160611336863729,1.33429,400,8
0,1,1,5.672425341971495,6.160611336863729,1.4671020000000001,400,8
0,1,1,5.672425341971495,6.160611336863729,1.7337650000000002,400,8
0,1,1,5.672425341971495,6.603109352334317,1.493408,400,8
0,1,1,5.672425341971495,6.603109352334317,1.627869,400,8
0,1,1,5.672425341971495,6.603109352334317,1.359802,400,8
0,1,1,5.672425341971495,6.603109352334317,1.493774,400,8
0,1,1,5.672425341971495,6.603109352334317,1.347107,400,8
0,1,1,5.672425341971495,6.603109352334317,1.1077270000000001,400,8
0,1,1,5.672425341971495,6.603109352334317,1.480591,400,8
0,1,1,5.672425341971495,6.603109352334317,1.146973,400,8
0,1,1,5.672425341971495,6.603109352334317,1.387207,400,8
0,1,1,5.672425341971495,6.603109352334317,1.093018,400,8
0,1,1,5.672425341971495,6.603109352334317,1.599792,400,8
0,1,1,5.672425341971495,6.603109352334317,1.335388,400,8
0,1,1,5.672425341971495,6.603109352334317,1.466919,400,8
0,1,1,5.672425341971495,6.603109352334317,1.267456,400,8
0,1,1,5.672425341971495,6.603109352334317,1.266785,400,8
0,1,1,5.672425341971495,6.603109352334317,1.187134,400,8
0,1,1,5.672425341971495,6.603109352334317,1.345703,400,8
0,1,1,5.672425341971495,6.603109352334317,1.36145,400,8
0,1,1,5.672425341971495,6.603109352334317,1.160828,400,8
0,1,1,5.672425341971495,6.603109352334317,1.29425,400,8
0,1,1,5.672425341971495,5.961676323811908,1.320496,400,8
0,1,1,5.672425341971495,5.961676323811908,2.2525630000000003,400,8
0,1,1,5.672425341971495,5.961676323811908,1.6285100000000001,400,8
0,1,1,5.672425341971495,5.961676323811908,1.4537959999999999,400,8
0,1,1,5.672425341971495,5.961676323811908,1.307007,400,8
0,1,1,5.672425341971495,5.961676323811908,1.453857,400,8
0,1,1,5.672425341971495,5.961676323811908,1.0405879999999998,400,8
0,1,1,5.672425341971495,5.961676323811908,1.533569,400,8
0,1,1,5.672425341971495,5.961676323811908,1.280823,400,8
0,1,1,5.672425341971495,5.961676323811908,1.813965,400,8
0,1,1,5.672425341971495,5.961676323811908,1.386719,400,8
0,1,1,5.672425341971495,5.961676323811908,1.441223,400,8
0,1,1,5.672425341971495,5.961676323811908,1.6788330000000002,400,8
0,1,1,5.672425341971495,5.961676323811908,1.5223389999999999,400,8
0,1,1,5.672425341971495,5.961676323811908,1.333313,400,8
0,1,1,5.672425341971495,5.961676323811908,1.347351,400,8
0,1,1,5.672425341971495,5.961676323811908,1.026794,400,8
0,1,1,5.672425341971495,5.961676323811908,1.747009,400,8
0,1,1,5.672425341971495,5.961676323811908,0.9069214,400,8
0,1,1,5.672425341971495,5.961676323811908,1.506592,400,8
0,1,1,5.672425341971495,5.961676323811908,1.187134,400,8
0,2,2,5.672425341971495,7.250932954219991,2.013794,400,8
0,2,2,5.672425341971495,7.250932954219991,1.812866,400,8
0,2,2,5.672425341971495,7.250932954219991,2.161621,400,8
0,2,2,5.672425341971495,7.250932954219991,1.666382,400,8
0,2,2,5.672425341971495,7.250932954219991,2.149292,400,8
0,2,2,5.672425341971495,7.250932954219991,2.641235,400,8
0,2,2,5.672425341971495,7.250932954219991,1.947632,400,8
0,2,2,5.672425341971495,7.250932954219991,2.7467040000000003,400,8
0,2,2,5.672425341971495,7.250932954219991,1.8398439999999998,400,8
0,2,2,5.672425341971495,7.250932954219991,2.494263,400,8
0,2,2,5.672425341971495,7.250932954219991,2.054199,400,8
0,2,2,5.672425341971495,7.250932954219991,1.9608150000000002,400,8
0,2,2,5.672425341971495,7.250932954219991,2.855347,400,8
0,2,2,5.672425341971495,7.250932954219991,2.039673,400,8
0,2,2,5.672425341971495,7.250932954219991,1.653931,400,8
0,2,2,5.672425341971495,7.250932954219991,1.561279,400,8
0,2,2,5.672425341971495,7.250932954219991,1.561035,400,8
0,2,2,5.672425341971495,7.250932954219991,1.906982,400,8
0,2,2,5.672425341971495,7.250932954219991,1.572388,400,8
0,2,2,5.672425341971495,7.250932954219991,1.455444,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.813721,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.695068,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.2009279999999998,400,8
0,2,2,5.672425341971495,6.4565628355991285,3.494629,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.852783,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.828369,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.907227,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.026611,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.8945310000000002,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.773438,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.922119,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.946289,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.187256,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.934082,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.268799,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.479736,400,8
0,2,2,5.672425341971495,6.4565628355991285,2.348389,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.467285,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.707275,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.947021,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.226807,400,8
0,2,2,5.672425341971495,6.4565628355991285,1.588135,400,8
0,2,2,5.672425341971495,6.957024980686455,1.627319,400,8
0,2,2,5.672425341971495,6.957024980686455,1.5589600000000001,400,8
0,2,2,5.672425341971495,6.957024980686455,1.6951900000000002,400,8
0,2,2,5.672425341971495,6.957024980686455,1.853882,400,8
0,2,2,5.672425341971495,6.957024980686455,1.934448,400,8
0,2,2,5.672425341971495,6.957024980686455,2.039429,400,8
0,2,2,5.672425341971495,6.957024980686455,1.8287349999999998,400,8
0,2,2,5.672425341971495,6.957024980686455,2.667969,400,8
0,2,2,5.672425341971495,6.957024980686455,1.731812,400,8
0,2,2,5.672425341971495,6.957024980686455,2.201172,400,8
0,2,2,5.672425341971495,6.957024980686455,1.881592,400,8
0,2,2,5.672425341971495,6.957024980686455,1.9593509999999998,400,8
0,2,2,5.672425341971495,6.957024980686455,1.7207029999999999,400,8
0,2,2,5.672425341971495,6.957024980686455,2.095337,400,8
0,2,2,5.672425341971495,6.957024980686455,2.20105,400,8
0,2,2,5.672425341971495,6.957024980686455,2.693848,400,8
0,2,2,5.672425341971495,6.957024980686455,1.907471,400,8
0,2,2,5.672425341971495,6.957024980686455,1.9605709999999998,400,8
0,2,2,5.672425341971495,6.957024980686455,1.987793,400,8
0,2,2,5.672425341971495,6.957024980686455,1.812134,400,8
0,2,2,5.672425341971495,6.957024980686455,2.093994,400,8
1,3,0,5.672425341971495,4.661653378171224,1.174561,400,8
1,3,0,5.672425341971495,4.661653378171224,1.240723,400,8
1,3,0,5.672425341971495,4.661653378171224,1.199463,400,8
1,3,0,5.672425341971495,4.661653378171224,0.7331543,400,8
1,3,0,5.672425341971495,4.661653378171224,0.7993164,400,8
1,3,0,5.672425341971495,4.661653378171224,1.066406,400,8
1,3,0,5.672425341971495,4.661653378171224,0.9489745999999999,400,8
1,3,0,5.672425341971495,4.661653378171224,1.1203610000000002,400,8
1,3,0,5.672425341971495,4.661653378171224,0.7338866999999999,400,8
1,3,0,5.672425341971495,4.661653378171224,1.1872559999999999,400,8
1,3,0,5.672425341971495,4.661653378171224,1.147217,400,8
1,3,0,5.672425341971495,4.661653378171224,1.546875,400,8
1,3,0,5.672425341971495,4.661653378171224,1.0942379999999998,400,8
1,3,0,5.672425341971495,4.661653378171224,1.106934,400,8
1,3,0,5.672425341971495,4.661653378171224,1.3208010000000001,400,8
1,3,0,5.672425341971495,4.661653378171224,1.012939,400,8
1,3,0,5.672425341971495,5.119620812833852,1.213623,400,8
1,3,0,5.672425341971495,5.119620812833852,1.093018,400,8
1,3,0,5.672425341971495,5.119620812833852,0.9338379000000001,400,8
1,3,0,5.672425341971495,5.119620812833852,1.06665,400,8
1,3,0,5.672425341971495,5.119620812833852,1.120117,400,8
1,3,0,5.672425341971495,5.119620812833852,0.9338379000000001,400,8
1,3,0,5.672425341971495,5.119620812833852,0.9467773000000002,400,8
1,3,0,5.672425341971495,5.119620812833852,1.213867,400,8
1,3,0,5.672425341971495,5.119620812833852,1.067383,400,8
1,3,0,5.672425341971495,5.119620812833852,0.9331055,400,8
1,3,0,5.672425341971495,5.119620812833852,0.8273925999999999,400,8
1,3,0,5.672425341971495,5.119620812833852,0.973877,400,8
1,3,0,5.672425341971495,5.119620812833852,0.9868164,400,8
1,3,0,5.672425341971495,5.119620812833852,1.0268549999999999,400,8
1,3,0,5.672425341971495,5.119620812833852,0.8410645,400,8
1,3,0,5.672425341971495,5.119620812833852,0.7473145,400,8
1,3,0,5.672425341971495,5.119620812833852,0.9997559000000001,400,8
1,3,0,5.672425341971495,5.119620812833852,0.8808594000000001,400,8
1,3,0,5.672425341971495,5.119620812833852,0.840332,400,8
1,3,0,5.672425341971495,5.119620812833852,1.027344,400,8
1,3,0,5.672425341971495,4.550002356797235,1.173096,400,8
1,3,0,5.672425341971495,4.550002356797235,1.213867,400,8
1,3,0,5.672425341971495,4.550002356797235,1.06665,400,8
1,3,0,5.672425341971495,4.550002356797235,0.9077148000000002,400,8
1,3,0,5.672425341971495,4.550002356797235,0.9196777,400,8
1,3,0,5.672425341971495,4.550002356797235,0.7744141,400,8
1,3,0,5.672425341971495,4.550002356797235,0.8813476999999998,400,8
1,3,0,5.672425341971495,4.550002356797235,0.8662109,400,8
1,3,0,5.672425341971495,4.550002356797235,0.8669434000000001,400,8
1,3,0,5.672425341971495,4.550002356797235,0.920166,400,8
1,3,0,5.672425341971495,4.550002356797235,0.9875488000000001,400,8
1,3,0,5.672425341971495,4.550002356797235,0.7995605,400,8
1,3,0,5.672425341971495,4.550002356797235,1.386963,400,8
1,3,0,5.672425341971495,4.550002356797235,0.7866211,400,8
1,3,0,5.672425341971495,4.550002356797235,0.9729004000000001,400,8
1,3,0,5.672425341971495,4.550002356797235,1.0671389999999998,400,8
1,3,0,5.672425341971495,4.550002356797235,0.8010254,400,8
1,3,0,5.672425341971495,4.550002356797235,1.013672,400,8
1,3,0,5.672425341971495,4.550002356797235,0.9868164,400,8
1,3,0,5.672425341971495,4.550002356797235,0.9333495999999999,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.280167,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.214172,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.2666469999999999,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.280334,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.374496,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.346832,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.467163,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.467422,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.253479,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.585281,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.666565,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.52179,400,8
1,4,1,5.672425341971495,5.9303196027900755,2.494049,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.186661,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.37442,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.053101,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.32132,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.08075,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.60051,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.614044,400,8
1,4,1,5.672425341971495,5.9303196027900755,1.386902,400,8
1,4,1,5.672425341971495,5.758958586377238,1.37384,400,8
1,4,1,5.672425341971495,5.758958586377238,1.240417,400,8
1,4,1,5.672425341971495,5.758958586377238,1.374084,400,8
1,4,1,5.672425341971495,5.758958586377238,1.9595639999999999,400,8
1,4,1,5.672425341971495,5.758958586377238,1.534149,400,8
1,4,1,5.672425341971495,5.758958586377238,1.3742370000000002,400,8
1,4,1,5.672425341971495,5.758958586377238,0.9866943000000001,400,8
1,4,1,5.672425341971495,5.758958586377238,1.426575,400,8
1,4,1,5.672425341971495,5.758958586377238,1.05423,400,8
1,4,1,5.672425341971495,5.758958586377238,1.253601,400,8
1,4,1,5.672425341971495,5.758958586377238,1.1604,400,8
1,4,1,5.672425341971495,5.758958586377238,1.413513,400,8
1,4,1,5.672425341971495,5.758958586377238,1.253845,400,8
1,4,1,5.672425341971495,5.758958586377238,1.107361,400,8
1,4,1,5.672425341971495,5.758958586377238,1.360382,400,8
1,4,1,5.672425341971495,5.758958586377238,1.28067,400,8
1,4,1,5.672425341971495,5.758958586377238,1.227325,400,8
1,4,1,5.672425341971495,5.758958586377238,1.173035,400,8
1,4,1,5.672425341971495,5.758958586377238,1.054657,400,8
1,4,1,5.672425341971495,5.758958586377238,1.187286,400,8
1,4,1,5.672425341971495,5.758958586377238,1.13382,400,8
1,4,1,5.672425341971495,5.758958586377238,1.213654,400,8
1,4,1,5.672425341971495,5.780927851912215,1.9748990000000002,400,8
1,4,1,5.672425341971495,5.780927851912215,1.052689,400,8
1,4,1,5.672425341971495,5.780927851912215,1.441017,400,8
1,4,1,5.672425341971495,5.780927851912215,1.372459,400,8
1,4,1,5.672425341971495,5.780927851912215,1.281822,400,8
1,4,1,5.672425341971495,5.780927851912215,1.267174,400,8
1,4,1,5.672425341971495,5.780927851912215,1.20015,400,8
1,4,1,5.672425341971495,5.780927851912215,1.760719,400,8
1,4,1,5.672425341971495,5.780927851912215,1.4936450000000001,400,8
1,4,1,5.672425341971495,5.780927851912215,1.7332310000000002,400,8
1,4,1,5.672425341971495,5.780927851912215,1.573982,400,8
1,4,1,5.672425341971495,5.780927851912215,1.934837,400,8
1,4,1,5.672425341971495,5.780927851912215,1.533279,400,8
1,4,1,5.672425341971495,5.780927851912215,2.107208,400,8
1,4,1,5.672425341971495,5.780927851912215,1.547501,400,8
1,4,1,5.672425341971495,5.780927851912215,1.3998030000000001,400,8
1,4,1,5.672425341971495,5.780927851912215,1.1341709999999998,400,8
1,4,1,5.672425341971495,5.780927851912215,1.519981,400,8
1,4,1,5.672425341971495,5.780927851912215,1.374634,400,8
1,4,1,5.672425341971495,5.780927851912215,1.6934200000000001,400,8
1,5,2,5.672425341971495,6.181399194107644,1.427368,400,8
1,5,2,5.672425341971495,6.181399194107644,1.22644,400,8
1,5,2,5.672425341971495,6.181399194107644,1.494141,400,8
1,5,2,5.672425341971495,6.181399194107644,1.640625,400,8
1,5,2,5.672425341971495,6.181399194107644,1.506958,400,8
1,5,2,5.672425341971495,6.181399194107644,1.734375,400,8
1,5,2,5.672425341971495,6.181399194107644,1.334229,400,8
1,5,2,5.672425341971495,6.181399194107644,1.799927,400,8
1,5,2,5.672425341971495,6.181399194107644,1.894043,400,8
1,5,2,5.672425341971495,6.181399194107644,1.614258,400,8
1,5,2,5.672425341971495,6.181399194107644,1.840698,400,8
1,5,2,5.672425341971495,6.181399194107644,1.6937259999999998,400,8
1,5,2,5.672425341971495,6.181399194107644,2.4940189999999998,400,8
1,5,2,5.672425341971495,6.181399194107644,1.493774,400,8
1,5,2,5.672425341971495,6.181399194107644,1.718994,400,8
1,5,2,5.672425341971495,6.181399194107644,1.6690669999999999,400,8
1,5,2,5.672425341971495,6.181399194107644,1.5738530000000002,400,8
1,5,2,5.672425341971495,6.181399194107644,1.427246,400,8
1,5,2,5.672425341971495,6.181399194107644,1.0667719999999998,400,8
1,5,2,5.672425341971495,6.181399194107644,1.079834,400,8
1,5,2,5.672425341971495,6.181399194107644,1.614624,400,8
1,5,2,5.672425341971495,6.061232019538557,1.320068,400,8
1,5,2,5.672425341971495,6.061232019538557,1.240723,400,8
1,5,2,5.672425341971495,6.061232019538557,1.748413,400,8
1,5,2,5.672425341971495,6.061232019538557,1.679443,400,8
1,5,2,5.672425341971495,6.061232019538557,1.7075200000000001,400,8
1,5,2,5.672425341971495,6.061232019538557,1.3870850000000001,400,8
1,5,2,5.672425341971495,6.061232019538557,1.32019,400,8
1,5,2,5.672425341971495,6.061232019538557,1.774414,400,8
1,5,2,5.672425341971495,6.061232019538557,1.360352,400,8
1,5,2,5.672425341971495,6.061232019538557,1.681396,400,8
1,5,2,5.672425341971495,6.061232019538557,1.506104,400,8
1,5,2,5.672425341971495,6.061232019538557,1.479492,400,8
1,5,2,5.672425341971495,6.061232019538557,1.388306,400,8
1,5,2,5.672425341971495,6.061232019538557,1.481201,400,8
1,5,2,5.672425341971495,6.061232019538557,1.532837,400,8
1,5,2,5.672425341971495,6.061232019538557,1.547241,400,8
1,5,2,5.672425341971495,6.061232019538557,1.4285889999999999,400,8
1,5,2,5.672425341971495,6.061232019538557,1.252441,400,8
1,5,2,5.672425341971495,6.061232019538557,1.18689,400,8
1,5,2,5.672425341971495,6.061232019538557,1.4808350000000001,400,8
1,5,2,5.672425341971495,6.061232019538557,1.173462,400,8
1,5,2,5.672425341971495,6.061232019538557,1.1604,400,8
1,5,2,5.672425341971495,6.767821939945485,1.5859379999999998,400,8
1,5,2,5.672425341971495,6.767821939945485,1.307007,400,8
1,5,2,5.672425341971495,6.767821939945485,1.387329,400,8
1,5,2,5.672425341971495,6.767821939945485,1.8275150000000002,400,8
1,5,2,5.672425341971495,6.767821939945485,1.361084,400,8
1,5,2,5.672425341971495,6.767821939945485,1.8409419999999999,400,8
1,5,2,5.672425341971495,6.767821939945485,1.8934330000000001,400,8
1,5,2,5.672425341971495,6.767821939945485,1.400879,400,8
1,5,2,5.672425341971495,6.767821939945485,1.7738040000000002,400,8
1,5,2,5.672425341971495,6.767821939945485,1.466431,400,8
1,5,2,5.672425341971495,6.767821939945485,1.521484,400,8
1,5,2,5.672425341971495,6.767821939945485,1.400391,400,8
1,5,2,5.672425341971495,6.767821939945485,1.560181,400,8
1,5,2,5.672425341971495,6.767821939945485,1.2001950000000001,400,8
1,5,2,5.672425341971495,6.767821939945485,1.574341,400,8
1,5,2,5.672425341971495,6.767821939945485,1.360352,400,8
1,5,2,5.672425341971495,6.767821939945485,1.494141,400,8
1,5,2,5.672425341971495,6.767821939945485,1.4136959999999998,400,8
1,5,2,5.672425341971495,6.767821939945485,1.466309,400,8
1,5,2,5.672425341971495,6.767821939945485,1.334351,400,8
1,5,2,5.672425341971495,6.767821939945485,1.6011959999999998,400,8
2,6,0,5.672425341971495,6.245545857926834,1.375366,400,8
2,6,0,5.672425341971495,6.245545857926834,0.9587402,400,8
2,6,0,5.672425341971495,6.245545857926834,1.093384,400,8
2,6,0,5.672425341971495,6.245545857926834,1.2926030000000002,400,8
2,6,0,5.672425341971495,6.245545857926834,1.467041,400,8
2,6,0,5.672425341971495,6.245545857926834,1.228516,400,8
2,6,0,5.672425341971495,6.245545857926834,1.21106,400,8
2,6,0,5.672425341971495,6.245545857926834,1.161621,400,8
2,6,0,5.672425341971495,6.245545857926834,1.308838,400,8
2,6,0,5.672425341971495,6.245545857926834,1.33374,400,8
2,6,0,5.672425341971495,6.245545857926834,1.385498,400,8
2,6,0,5.672425341971495,6.245545857926834,1.215454,400,8
2,6,0,5.672425341971495,6.245545857926834,1.158203,400,8
2,6,0,5.672425341971495,6.245545857926834,1.066162,400,8
2,6,0,5.672425341971495,6.245545857926834,1.32312,400,8
2,6,0,5.672425341971495,6.245545857926834,1.3591309999999999,400,8
2,6,0,5.672425341971495,6.245545857926834,1.2270510000000001,400,8
2,6,0,5.672425341971495,6.245545857926834,1.281372,400,8
2,6,0,5.672425341971495,6.245545857926834,1.2525629999999999,400,8
2,6,0,5.672425341971495,6.245545857926834,1.534058,400,8
2,6,0,5.672425341971495,6.245545857926834,1.2677,400,8
2,6,0,5.672425341971495,5.541820463409823,1.2146,400,8
2,6,0,5.672425341971495,5.541820463409823,1.158936,400,8
2,6,0,5.672425341971495,5.541820463409823,1.279907,400,8
2,6,0,5.672425341971495,5.541820463409823,1.1209719999999999,400,8
2,6,0,5.672425341971495,5.541820463409823,1.294067,400,8
2,6,0,5.672425341971495,5.541820463409823,1.5870360000000001,400,8
2,6,0,5.672425341971495,5.541820463409823,1.186157,400,8
2,6,0,5.672425341971495,5.541820463409823,1.107788,400,8
2,6,0,5.672425341971495,5.541820463409823,1.253906,400,8
2,6,0,5.672425341971495,5.541820463409823,1.347046,400,8
2,6,0,5.672425341971495,5.541820463409823,1.4404299999999999,400,8
2,6,0,5.672425341971495,5.541820463409823,1.309082,400,8
2,6,0,5.672425341971495,5.541820463409823,1.26709,400,8
2,6,0,5.672425341971495,5.541820463409823,0.8244629000000001,400,8
2,6,0,5.672425341971495,5.541820463409823,1.107788,400,8
2,6,0,5.672425341971495,5.541820463409823,1.119141,400,8
2,6,0,5.672425341971495,5.541820463409823,1.253662,400,8
2,6,0,5.672425341971495,5.541820463409823,1.2005620000000001,400,8
2,6,0,5.672425341971495,5.541820463409823,1.147095,400,8
2,6,0,5.672425341971495,5.541820463409823,1.120239,400,8
2,6,0,5.672425341971495,5.541820463409823,1.091919,400,8
2,6,0,5.672425341971495,5.541820463409823,0.8530273000000002,400,8
2,6,0,5.672425341971495,6.234012123629742,1.030029,400,8
2,6,0,5.672425341971495,6.234012123629742,1.119141,400,8
2,6,0,5.672425341971495,6.234012123629742,1.159424,400,8
2,6,0,5.672425341971495,6.234012123629742,1.7344970000000002,400,8
2,6,0,5.672425341971495,6.234012123629742,1.490967,400,8
2,6,0,5.672425341971495,6.234012123629742,1.1604,400,8
2,6,0,5.672425341971495,6.234012123629742,1.4016110000000002,400,8
2,6,0,5.672425341971495,6.234012123629742,1.599365,400,8
2,6,0,5.672425341971495,6.234012123629742,1.255249,400,8
2,6,0,5.672425341971495,6.234012123629742,1.373413,400,8
2,6,0,5.672425341971495,6.234012123629742,1.387817,400,8
2,6,0,5.672425341971495,6.234012123629742,1.318726,400,8
2,6,0,5.672425341971495,6.234012123629742,1.3483889999999998,400,8
2,6,0,5.672425341971495,6.234012123629742,1.161987,400,8
2,6,0,5.672425341971495,6.234012123629742,1.277344,400,8
2,6,0,5.672425341971495,6.234012123629742,1.189697,400,8
2,6,0,5.672425341971495,6.234012123629742,1.638184,400,8
2,6,0,5.672425341971495,6.234012123629742,1.241333,400,8
2,6,0,5.672425341971495,6.234012123629742,1.33374,400,8
